ID_kod,kod_pkwiu,Nazwa,numer_poziomu
1302,12.00.19.0,"Pozostały przetworzony tytoń i jego namiastki; tytoń homogenizowany lub odtworzony; ekstrakty i esencje tytoniowe",7
1303,12.00.2,"Odpady tytoniowe",5
1304,12.00.20,"Odpady tytoniowe",6
1305,12.00.20.0,"Odpady tytoniowe",7
1306,12.00.9,"Usługi podwykonawców związane z produkcją wyrobów tytoniowych",5
1307,12.00.99,"Usługi podwykonawców związane z produkcją wyrobów tytoniowych",6
1308,12.00.99.0,"Usługi podwykonawców związane z produkcją wyrobów tytoniowych",7
1309,13,"WYROBY TEKSTYLNE",2
1310,13.1,"PRZĘDZA I NICI DO SZYCIA",3
1311,13.10,"PRZĘDZA I NICI DO SZYCIA",4
1312,13.10.1,"Tłuszcz z wełny, włączając lanolinę",5
1313,13.10.10,"Tłuszcz z wełny, włączając lanolinę",6
1314,13.10.10.0,"Tłuszcz z wełny, włączając lanolinę",7
1315,13.10.2,"WŁÓKNA TEKSTYLNE NATURALNE, PRZYGOTOWANE DO PRZĘDZENIA",5
1316,13.10.21,"Jedwab surowy (nieskręcany)",6
1317,13.10.21.0,"Jedwab surowy (nieskręcany)",7
1318,13.10.22,"Wełna odtłuszczona lub karbonizowana, niezgrzebna ani nieczesana",6
1319,13.10.22.0,"Wełna odtłuszczona lub karbonizowana, niezgrzebna ani nieczesana",7
1320,13.10.23,"Wyczesy z wełny lub cienkiej sierści zwierzęcej",6
1321,13.10.23.0,"Wyczesy z wełny lub cienkiej sierści zwierzęcej",7
1322,13.10.24,"Wełna i sierść zwierzęca, zgrzeblona lub czesana",6
1323,13.10.24.0,"Wełna i sierść zwierzęca, zgrzeblona lub czesana",7
1324,13.10.25,"Bawełna zgrzeblona lub czesana",6
1325,13.10.25.0,"Bawełna zgrzeblona lub czesana",7
1326,13.10.26,"Juta i pozostałe włókna tekstylne (z wyłączeniem lnu, konopi i ramii) przetworzone, ale nieprzędzione",6
1327,13.10.26.0,"Juta i pozostałe włókna tekstylne (z wyłączeniem lnu, konopi i ramii) przetworzone, ale nieprzędzione",7
1328,13.10.29,"Pozostałe roślinne włókna tekstylne przetworzone, ale nieprzędzione",6
1329,13.10.29.0,"Pozostałe roślinne włókna tekstylne przetworzone, ale nieprzędzione",7
1330,13.10.3,"WŁÓKNA TEKSTYLNE CHEMICZNE, ODCINKOWE, PRZYGOTOWANE DO PRZĘDZENIA",5
1331,13.10.31,"Włókna syntetyczne odcinkowe, zgrzeblone, czesane lub w inny sposób przygotowane do przędzenia",6
1332,13.10.31.0,"Włókna syntetyczne odcinkowe, zgrzeblone, czesane lub w inny sposób przygotowane do przędzenia",7
1333,13.10.32,"Włókna sztuczne odcinkowe, zgrzeblone, czesane lub w inny sposób przygotowane do przędzenia",6
1334,13.10.32.0,"Włókna sztuczne odcinkowe, zgrzeblone, czesane lub w inny sposób przygotowane do przędzenia",7
1335,13.10.4,"Przędza jedwabna oraz przędza z odpadów jedwabiu",5
1336,13.10.40,"Przędza jedwabna oraz przędza z odpadów jedwabiu",6
1337,13.10.40.0,"Przędza jedwabna oraz przędza z odpadów jedwabiu",7
1338,13.10.5,"Przędza wełniana, pakowana lub niepakowana do sprzedaży detalicznej; przędza z udziałem cienkiej lub grubej sierści zwierzęcej lub włosia końskiego",5
1339,13.10.50,"Przędza wełniana, pakowana lub niepakowana do sprzedaży detalicznej; przędza z udziałem cienkiej lub grubej sierści zwierzęcej lub włosia końskiego",6
1340,13.10.50.0,"Przędza wełniana, pakowana lub niepakowana do sprzedaży detalicznej; przędza z udziałem cienkiej lub grubej sierści zwierzęcej lub włosia końskiego",7
1341,13.10.6,"PRZĘDZA BAWEŁNIANA; NICI BAWEŁNIANE DO SZYCIA",5
1342,13.10.61,"Przędza bawełniana, z wyłączeniem bawełnianych nici do szycia",6
1343,13.10.61.0,"Przędza bawełniana, z wyłączeniem bawełnianych nici do szycia",7
1344,13.10.62,"Nici bawełniane do szycia",6
1345,13.10.62.0,"Nici bawełniane do szycia",7
1346,13.10.7,"PRZĘDZA Z POZOSTAŁYCH WŁÓKIEN ROŚLINNYCH, WŁĄCZAJĄC LEN, JUTĘ, WŁÓKNA KOKOSOWE I KONOPIE; PRZĘDZA PAPIEROWA",5
1347,13.10.71,"Przędza lniana",6
1348,13.10.71.0,"Przędza lniana",7
1349,13.10.72,"Przędza z juty lub pozostałych włókien łykowych; przędza z udziałem pozostałych roślinnych włókien tekstylnych; przędza papierowa",6
1350,13.10.72.0,"Przędza z juty lub pozostałych włókien łykowych; przędza z udziałem pozostałych roślinnych włókien tekstylnych; przędza papierowa",7
1351,13.10.8,"PRZĘDZA I NICI DO SZYCIA, Z CHEMICZNYCH WŁÓKIEN CIĄGŁYCH LUB ODCINKOWYCH",5
1352,13.10.81,"Przędza z chemicznych włókien ciągłych, złożona lub kablowana (z wyłączeniem nici do szycia oraz przędzy o wysokiej wytrzymałości na rozciąganie z poliamidów, poliestrów lub włókna wiskozowego), niepakowana do sprzedaży detalicznej; przędza z syntetycznych włókien ciągłych (z wyłączeniem nici do szycia), pakowana do sprzedaży detalicznej",6
1353,13.10.81.0,"Przędza z chemicznych włókien ciągłych, złożona lub kablowana (z wyłączeniem nici do szycia oraz przędzy o wysokiej wytrzymałości na rozciąganie z poliamidów, poliestrów lub włókna wiskozowego), niepakowana do sprzedaży detalicznej; przędza z syntetycznych włókien ciągłych (z wyłączeniem nici do szycia), pakowana do sprzedaży detalicznej",7
1354,13.10.82,"Przędza (inna niż nici do szycia), zawierająca >= 85 % syntetycznych włókien odcinkowych",6
1355,13.10.82.0,"Przędza (inna niż nici do szycia), zawierająca >= 85 % syntetycznych włókien odcinkowych",7
1356,13.10.83,"Przędza (inna niż nici do szycia), zawierająca < 85 % syntetycznych włókien odcinkowych",6
1357,13.10.83.0,"Przędza (inna niż nici do szycia), zawierająca < 85 % syntetycznych włókien odcinkowych",7
1358,13.10.84,"Przędza (inna niż nici do szycia), ze sztucznych włókien odcinkowych",6
1359,13.10.84.0,"Przędza (inna niż nici do szycia), ze sztucznych włókien odcinkowych",7
1360,13.10.85,"Nici do szycia, z chemicznych włókien ciągłych i odcinkowych",6
1361,13.10.85.0,"Nici do szycia, z chemicznych włókien ciągłych i odcinkowych",7
1362,13.10.9,"SZARPANKA ROZWŁÓKNIONA; USŁUGI ZWIĄZANE Z PRZYGOTOWANIEM NATURALNYCH WŁÓKIEN TEKSTYLNYCH DO DALSZEGO PRZEROBU; USŁUGI PODWYKONAWCÓW ZWIĄZANE Z PRODUKCJĄ PRZĘDZY I NICI DO SZYCIA",5
1363,13.10.91,"Szarpanka rozwłókniona, z wełny lub z cienkiej lub z grubej sierści zwierzęcej",6
1364,13.10.91.0,"Szarpanka rozwłókniona, z wełny lub z cienkiej lub z grubej sierści zwierzęcej",7
1365,13.10.92,"Szarpanka rozwłókniona i pozostałe odpady bawełniane",6
1366,13.10.92.0,"Szarpanka rozwłókniona i pozostałe odpady bawełniane",7
1367,13.10.93,"Usługi związane z przygotowaniem naturalnych włókien tekstylnych do dalszego przerobu",6
1368,13.10.93.0,"Usługi związane z przygotowaniem naturalnych włókien tekstylnych do dalszego przerobu",7
1369,13.10.99,"Usługi podwykonawców związane z produkcją przędzy i nici do szycia",6
1370,13.10.99.0,"Usługi podwykonawców związane z produkcją przędzy i nici do szycia",7
1371,13.2,TKANINY,3
1372,13.20,TKANINY,4
1373,13.20.1,"TKANINY Z WŁÓKIEN NATURALNYCH INNYCH NIŻ BAWEŁNIANE, Z WYŁĄCZENIEM TKANIN SPECJALNYCH",5
1374,13.20.11,"Tkaniny jedwabne lub z odpadów jedwabiu",6
1375,13.20.11.0,"Tkaniny jedwabne lub z odpadów jedwabiu",7
1376,13.20.12,"Tkaniny z wełny zgrzebnej lub czesankowej lub sierści zwierzęcej lub włosia końskiego",6
1377,13.20.12.0,"Tkaniny z wełny zgrzebnej lub czesankowej lub sierści zwierzęcej lub włosia końskiego",7
1378,13.20.13,"Tkaniny lniane",6
1379,13.20.13.0,"Tkaniny lniane",7
1380,13.20.14,"Tkaniny z juty lub pozostałych włókien łykowych, z wyłączeniem lnu, konopi i ramii",6
1381,13.20.14.0,"Tkaniny z juty lub pozostałych włókien tekstylnych łykowych, z wyłączeniem lnu, konopi i ramii",7
1382,13.20.19,"Tkaniny z pozostałych włókien tekstylnych roślinnych; tkaniny z przędzy papierowej",6
1383,13.20.19.0,"Tkaniny z pozostałych włókien tekstylnych roślinnych; tkaniny z przędzy papierowej",7
1384,13.20.2,"Tkaniny bawełniane",5
1385,13.20.20,"Tkaniny bawełniane",6
1386,13.20.20.0,"Tkaniny bawełniane",7
1387,13.20.3,"TKANINY Z WŁÓKIEN CHEMICZNYCH, Z WYŁĄCZENIEM TKANIN SPECJALNYCH",5
1388,13.20.31,"Tkaniny z przędzy z syntetycznych i sztucznych włókien ciągłych",6
1389,13.20.31.0,"Tkaniny z przędzy z syntetycznych i sztucznych włókien ciągłych",7
1390,13.20.32,"Tkaniny z syntetycznych włókien odcinkowych",6
1391,13.20.32.0,"Tkaniny z syntetycznych włókien odcinkowych",7
1392,13.20.33,"Tkaniny ze sztucznych włókien odcinkowych",6
1393,13.20.33.0,"Tkaniny ze sztucznych włókien odcinkowych",7
1394,13.20.4,"TKANINY WŁOSOWE, TKANINY PĘTELKOWE I POZOSTAŁE TKANINY SPECJALNE",5
1395,13.20.41,"Tkaniny włosowe i tkaniny szenilowe (inne niż tkaniny pętelkowe i taśmy tkane)",6
1396,13.20.41.0,"Tkaniny włosowe i tkaniny szenilowe (inne niż tkaniny pętelkowe i taśmy tkane), z bawełny",7
1397,13.20.42,"Tkaniny ręcznikowe pętelkowe (frotté) i podobne tkaniny pętelkowe (inne niż taśmy tkane), z bawełny",6
1398,13.20.42.0,"Tkaniny ręcznikowe pętelkowe (frotté) i podobne tkaniny pętelkowe (inne niż taśmy tkane), z bawełny",7
1399,13.20.43,"Pozostałe tkaniny ręcznikowe pętelkowe (frotté) i podobne tkaniny pętelkowe (inne niż taśmy tkane)",6
1400,13.20.43.0,"Pozostałe tkaniny ręcznikowe pętelkowe (frotté) i podobne tkaniny pętelkowe (inne niż taśmy tkane)",7
1401,13.20.44,"Gaza, z wyłączeniem taśm tkanych",6
1402,13.20.44.0,"Gaza, z wyłączeniem taśm tkanych",7
1403,13.20.45,"Materiały włókiennicze igłowe (z wyłączeniem dywanów i innych tekstylnych pokryć podłogowych)",6
1404,13.20.45.0,"Materiały włókiennicze igłowe (z wyłączeniem dywanów i innych tekstylnych pokryć podłogowych)",7
1405,13.20.46,"Tkaniny z włókien szklanych, włącznie z taśmami tkanymi",6
1406,13.20.46.0,"Tkaniny z włókien szklanych, włącznie z taśmami tkanymi",7
1407,13.20.5,"Tkaniny przeznaczone do produkcji imitacji skór futerkowych",5
1408,13.20.50,"Tkaniny przeznaczone do produkcji imitacji skór futerkowych",6
1409,13.20.50.0,"Tkaniny przeznaczone do produkcji imitacji skór futerkowych",7
1410,13.20.9,"Usługi podwykonawców związane z produkcją tkanin",5
1411,13.20.99,"Usługi podwykonawców związane z produkcją tkanin",6
1412,13.20.99.0,"Usługi podwykonawców związane z produkcją tkanin",7
1413,13.3,"USŁUGI WYKOŃCZALNICZE",3
1414,13.30,"USŁUGI WYKOŃCZALNICZE",4
1415,13.30.1,"USŁUGI WYKOŃCZALNICZE",5
1416,13.30.11,"Usługi w zakresie bielenia i barwienia włókien i przędzy",6
1417,13.30.11.0,"Usługi w zakresie bielenia i barwienia włókien i przędzy",7
1418,13.30.12,"Usługi w zakresie bielenia tkanin, wyrobów tekstylnych i odzieży",6
1419,13.30.12.0,"Usługi w zakresie bielenia tkanin, wyrobów tekstylnych i odzieży",7
1420,13.30.13,"Usługi w zakresie barwienia tkanin, wyrobów tekstylnych i odzieży",6
1421,13.30.13.0,"Usługi w zakresie barwienia tkanin, wyrobów tekstylnych i odzieży",7
1422,13.30.19,"Pozostałe usługi wykończalnicze tkanin, wyrobów tekstylnych i odzieży",6
1423,13.30.19.0,"Pozostałe usługi wykończalnicze tkanin, wyrobów tekstylnych i odzieży",7
1424,13.9,"POZOSTAŁE WYROBY TEKSTYLNE",3
1425,13.91,"DZIANINY METRAŻOWE",4
1426,13.91.1,"DZIANINY METRAŻOWE",5
1427,13.91.11,"Dzianiny metrażowe z okrywą runową ciętą i pętelkową",6
1428,13.91.11.0,"Dzianiny metrażowe z okrywą runową ciętą i pętelkową",7
1429,13.91.19,"Pozostałe dzianiny metrażowe, włącznie z dzianinami futerkowymi",6
1430,13.91.19.0,"Pozostałe dzianiny metrażowe, włącznie z dzianinami futerkowymi",7
1431,13.91.9,"Usługi podwykonawców związane z produkcją dzianin metrażowych",5
1432,13.91.99,"Usługi podwykonawców związane z produkcją dzianin metrażowych",6
1433,13.91.99.0,"Usługi podwykonawców związane z produkcją dzianin metrażowych",7
1434,13.92,"GOTOWE WYROBY TEKSTYLNE (Z WYŁĄCZENIEM ODZIEŻY)",4
1435,13.92.1,"GOTOWE WYROBY TEKSTYLNE DO UŻYTKU DOMOWEGO",5
1436,13.92.11,"Koce i pledy, z wyłączeniem koców elektrycznych",6
1437,13.92.11.0,"Koce i pledy, z wyłączeniem koców elektrycznych",7
1438,13.92.12,Pościel,6
1439,13.92.12.0,Pościel,7
1440,13.92.13,"Obrusy i serwety",6
1441,13.92.13.0,"Obrusy i serwety",7
1442,13.92.14,"Wyroby tekstylne toaletowe i kuchenne",6
1443,13.92.14.0,"Wyroby tekstylne toaletowe i kuchenne",7
1444,13.92.15,"Firanki, zasłony (włącznie z draperiami) i wewnętrzne rolety; lambrekiny zasłonowe lub łóżkowe",6
1445,13.92.15.0,"Firanki, zasłony (włącznie z draperiami) i wewnętrzne rolety; lambrekiny zasłonowe lub łóżkowe",7
1446,13.92.16,"Wyroby wyposażenia wnętrz, gdzie indziej niesklasyfikowane; zestawy składające się z tkaniny i przędzy do wykonywania dywaników, gobelinów i podobnych wyrobów",6
1447,13.92.16.0,"Wyroby wyposażenia wnętrz, gdzie indziej niesklasyfikowane; zestawy składające się z tkaniny i przędzy do wykonywania dywaników, gobelinów i podobnych wyrobów",7
1448,13.92.2,"POZOSTAŁE GOTOWE WYROBY TEKSTYLNE",5
1449,13.92.21,"Worki i torby w rodzaju stosowanych do pakowania towarów",6
1450,13.92.21.0,"Worki i torby w rodzaju stosowanych do pakowania towarów",7
1451,13.92.22,"Brezenty, markizy i zasłony przeciwsłoneczne; żagle do łodzi, desek windsurfingowych lub pojazdów lądowych; namioty i wyroby kempingowe (włączając materace pneumatyczne)",6
1452,13.92.22.0,"Brezenty, markizy i zasłony przeciwsłoneczne; żagle do łodzi, desek windsurfingowych lub pojazdów lądowych; namioty i wyroby kempingowe (włączając materace pneumatyczne)",7
1453,13.92.23,"Spadochrony (włączając spadochrony kierowane i paralotnie) i spadochrony wirnikowe; części i akcesoria do nich",6
1454,13.92.23.0,"Spadochrony (włączając spadochrony kierowane i paralotnie) i spadochrony wirnikowe; części i akcesoria do nich",7
1455,13.92.24,"Kołdry, pierzyny, poduszki, jaśki, śpiwory, pufy itp. wyroby wypełnione dowolnym materiałem lub wyposażone w sprężyny",6
1456,13.92.24.0,"Kołdry, pierzyny, poduszki, jaśki, śpiwory, pufy itp. wyroby wypełnione dowolnym materiałem lub wyposażone w sprężyny",7
1457,13.92.29,"Pozostałe gotowe wyroby tekstylne, włączając ścierki do podłogi, naczyń, kurzu i inne ścierki, kamizelki i pasy ratunkowe",6
1458,13.92.29.0,"Pozostałe gotowe wyroby tekstylne, włączając ścierki do podłogi, naczyń, kurzu i inne ścierki, kamizelki i pasy ratunkowe",7
1459,13.92.9,"Usługi podwykonawców związane z produkcją gotowych wyrobów tekstylnych",5
1460,13.92.99,"Usługi podwykonawców związane z produkcją gotowych wyrobów tekstylnych",6
1461,13.92.99.0,"Usługi podwykonawców związane z produkcją gotowych wyrobów tekstylnych",7
1462,13.93,"DYWANY, CHODNIKI I POZOSTAŁE TEKSTYLNE POKRYCIA PODŁOGOWE",4
1463,13.93.1,"DYWANY, CHODNIKI I POZOSTAŁE TEKSTYLNE POKRYCIA PODŁOGOWE",5
1464,13.93.11,"Dywany, chodniki i pozostałe tekstylne pokrycia podłogowe wiązane",6
1465,13.93.11.0,"Dywany, chodniki i pozostałe tekstylne pokrycia podłogowe wiązane",7
1466,13.93.12,"Dywany, chodniki i pozostałe tekstylne pokrycia podłogowe tkane, z wyłączeniem igłowych i flokowanych",6
1467,13.93.12.0,"Dywany, chodniki i pozostałe tekstylne pokrycia podłogowe tkane, z wyłączeniem igłowych i flokowanych",7
1468,13.93.13,"Dywany, chodniki i pozostałe tekstylne pokrycia podłogowe igłowe",6
1469,13.93.13.0,"Dywany, chodniki i pozostałe tekstylne pokrycia podłogowe igłowe",7
1470,13.93.19,"Pozostałe dywany, chodniki i tekstylne pokrycia podłogowe, włączając filcowe",6
1471,13.93.19.0,"Pozostałe dywany, chodniki i tekstylne pokrycia podłogowe, włączając filcowe",7
1472,13.93.9,"Usługi podwykonawców związane z produkcją dywanów, chodników i pozostałych tekstylnych pokryć podłogowych",5
1473,13.93.99,"Usługi podwykonawców związane z produkcją dywanów, chodników i pozostałych tekstylnych pokryć podłogowych",6
1474,13.93.99.0,"Usługi podwykonawców związane z produkcją dywanów, chodników i pozostałych tekstylnych pokryć podłogowych",7
1475,13.94,"SZPAGATY, POWROZY, LINY I LINKI ORAZ WYROBY SIECIOWE",4
1476,13.94.1,"SZPAGATY, POWROZY, LINY I LINKI ORAZ WYROBY SIECIOWE (Z WYŁĄCZENIEM ODPADÓW WŁÓKIENNICZYCH)",5
1477,13.94.11,"Szpagaty, powrozy, liny i linki, z juty lub pozostałych łykowych włókien tekstylnych lub włókien chemicznych",6
1478,13.94.11.0,"Szpagaty, powrozy, liny i linki, z juty lub pozostałych łykowych włókien tekstylnych lub włókien chemicznych",7
1479,13.94.12,"Siatki wiązane ze szpagatów, powrozów lub lin; gotowe sieci z materiałów włókienniczych; wyroby z przędzy, taśmy, gdzie indziej niesklasyfikowane",6
1480,13.94.12.0,"Siatki wiązane ze szpagatów, powrozów lub lin; gotowe sieci z materiałów włókienniczych; wyroby z przędzy, taśmy, gdzie indziej niesklasyfikowane",7
1481,13.94.2,"Szmaty, odpady szpagatów, powrozów, lin i linek oraz zużyte wyroby z materiałów włókienniczych",5
1482,13.94.20,"Szmaty, odpady szpagatów, powrozów, lin i linek oraz zużyte wyroby z materiałów włókienniczych",6
1483,13.94.20.0,"Szmaty, odpady szpagatów, powrozów, lin i linek oraz zużyte wyroby z materiałów włókienniczych",7
1484,13.94.9,"Usługi podwykonawców związane z produkcją szpagatów, powrozów, lin i linek oraz wyrobów sieciowych",5
1485,13.94.99,"Usługi podwykonawców związane z produkcją szpagatów, powrozów, lin i linek oraz wyrobów sieciowych",6
1486,13.94.99.0,"Usługi podwykonawców związane z produkcją szpagatów, powrozów, lin i linek oraz wyrobów sieciowych",7
1487,13.95,"Włókniny i wyroby wykonane z włóknin, z wyłączeniem odzieży",4
1488,13.95.1,"Włókniny i wyroby wykonane z włóknin, z wyłączeniem odzieży",5
1489,13.95.10,"Włókniny i wyroby wykonane z włóknin, z wyłączeniem odzieży",6
1490,13.95.10.0,"Włókniny i wyroby wykonane z włóknin, z wyłączeniem odzieży",7
1491,13.95.9,"Usługi podwykonawców związane z produkcją włóknin i wyrobów wykonanych z włóknin, z wyłączeniem odzieży",5
1492,13.95.99,"Usługi podwykonawców związane z produkcją włóknin i wyrobów wykonanych z włóknin, z wyłączeniem odzieży",6
1493,13.95.99.0,"Usługi podwykonawców związane z produkcją włóknin i wyrobów wykonanych z włóknin, z wyłączeniem odzieży",7
1494,13.96,"POZOSTAŁE TEKSTYLNE WYROBY TECHNICZNE I PRZEMYSŁOWE",4
1495,13.96.1,"PRZĘDZA METALIZOWANA, NAWET RDZENIOWA; TKANINY Z NITKI METALOWEJ ORAZ TKANINY Z PRZĘDZY METALIZOWANEJ; NIĆ GUMOWA I SZNUREK, POKRYTE MATERIAŁEM WŁÓKIENNICZYM ORAZ WYROBY TEKSTYLNE DO ZASTOSOWAŃ TECHNICZNYCH",5
1496,13.96.11,"Przędza metalizowana, nawet rdzeniowa",6
1497,13.96.11.0,"Przędza metalizowana, nawet rdzeniowa",7
1498,13.96.12,"Tkaniny z nitki metalowej oraz tkaniny z przędzy metalizowanej, gdzie indziej niesklasyfikowane",6
1499,13.96.12.0,"Tkaniny z nitki metalowej oraz tkaniny z przędzy metalizowanej, gdzie indziej niesklasyfikowane",7
1500,13.96.13,"Nić gumowa i sznurek, pokryte materiałem włókienniczym; przędza włókiennicza oraz pasek i temu podobne, impregnowane, powleczone, pokryte lub otulane gumą lub tworzywami sztucznymi",6
1501,13.96.13.0,"Nić gumowa i sznurek, pokryte materiałem włókienniczym; przędza włókiennicza oraz pasek i temu podobne, impregnowane, powleczone, pokryte lub otulane gumą lub tworzywami sztucznymi",7
1502,13.96.14,"Tkaniny impregnowane, powleczone, pokryte lub laminowane, gdzie indziej niesklasyfikowane",6
1503,13.96.14.0,"Tkaniny impregnowane, powleczone, pokryte lub laminowane, gdzie indziej niesklasyfikowane",7
1504,13.96.15,"Tkaniny kordowe (oponowe) z przędzy o dużej wytrzymałości na rozciąganie, z poliamidów, poliestrów lub włókien wiskozowych",6
1505,13.96.15.0,"Tkaniny kordowe (oponowe) z przędzy o dużej wytrzymałości na rozciąganie, z poliamidów, poliestrów lub włókien wiskozowych",7
1506,13.96.16,"Wyroby tekstylne do zastosowań technicznych, włączając knoty, koszulki izolacyjne, przewody rurowe giętkie (węże), pasy przenośnikowe i napędowe, gazę młynarską i tkaniny filtracyjne",6
1507,13.96.16.0,"Wyroby tekstylne do zastosowań technicznych, włączając knoty, koszulki izolacyjne, przewody rurowe giętkie (węże), pasy przenośnikowe i napędowe, gazę młynarską i tkaniny filtracyjne",7
1508,13.96.17,"Taśmy tkane; taśmy składające się z osnowy bez wątku, połączone za pomocą kleju (bolducs); wykończenia (ozdoby) itp.",6
1509,13.96.17.0,"Taśmy tkane; taśmy składające się z osnowy bez wątku, połączone za pomocą kleju (bolducs); wykończenia (ozdoby) itp.",7
1510,13.96.9,"Usługi podwykonawców związane z produkcją tekstylnych wyrobów technicznych i przemysłowych",5
1511,13.96.99,"Usługi podwykonawców związane z produkcją tekstylnych wyrobów technicznych i przemysłowych",6
1512,13.96.99.0,"Usługi podwykonawców związane z produkcją tekstylnych wyrobów technicznych i przemysłowych",7
1513,13.99,"WYROBY TEKSTYLNE, GDZIE INDZIEJ NIESKLASYFIKOWANE",4
1514,13.99.1,"TIULE, KORONKI I HAFTY; PRZĘDZA I TAŚMA RDZENIOWA; PRZĘDZA SZENILOWA; PRZĘDZA PĘTELKOWA",5
1515,13.99.11,"Tiule i pozostałe wyroby sieciowe (z wyłączeniem tkanych i dzianych); koronki w sztukach, paskach lub w postaci motywów",6
